timestamp,id,tc,sc,notes
1702292180,2682,n,n,
1702382581,2696,n,n,n = |s.size()|
1702465331,2697,n,1,n = |s.size()|
1702561275,2482,m * n,m * n,"m = |grid.size()|, n = |grid[i].size()|"
1702637195,2710,n,1,n = |num.size()|
1702702109,2716,n,n,n = |s.size()|
1702799356,2353,-,-,not calculated
1702898683,2717,n,1,n = |nums.size()|
1702987914,2729,-,-,not calculated
1703075501,2733,n,1,n = |nums.size()|
1703156093,1637,n * log(n),1,n = |points.size()|
1703247201,2739,-,-,not calculated
1703316884,2744,n * E,E,"n = |words.size()|, m = |words[i].size()|"
1703391700,2748,n ^ 2,1,n = |nums.size()|
1703592225,2760,-,-,not calculated
1703675114,2765,n,n,n = |nums.size()|
1703761379,2769,1,1,
1703855686,2778,n,1,n = |nums.size()|
1704003582,2784,n,n * log(n),n = |nums.size()|
1704089354,2788,n * E,1,"n = |words.size()|, E = |words[i].size()|"
1704183986,2610,n,n,n = |nums.size()|
1704285734,2125,n,n,n = |bank.size()|
1704382464,2870,n,n,n = |nums.size()|
1704446530,2798,n,1,n = |hours.size()|
1704525698,1235,n * log(n),n,n = |startTime.size()|
1704610347,2806,1,1,
1704717900,2810,n ^ 2,1,n = |s.size()|
1704805669,2815,n * E^2 * log(E),E,"n = |nums.size()|, E = digits of |nums[i]|"
1704884465,2385,n,n,n = nodes of |root|
1704984881,2824,n ^ 2,1,n = |nums.size()|
1705067897,2828,n,1,n = |words.size()|
1705112388,1347,n,1,n = |s.size()|
1705206948,2833,n,1,n = |moves.size()|
1705315847,2839,1,1,
1705404744,2843,1,1,
1705489735,2848,-,-,not calculated
1705579056,2855,n,1,n = |nums.size()|
1705668826,2859,n,1,n = |nums.size()|
1705820570,2864,n,1,n = |s.size()|
1706010938,2869,n,k,n = |nums.size()|
1706096620,2873,n,n,n = |nums.size()|
1706180952,2894,n,1,
1706343603,2899,n * E,n,"n = |words.size()|, E = |words[i].size()|"
1706431390,2903,n ^ 2,1,n = |nums.size()|
1706530724,2908,n^3,1,n = |nums.size()|
1706616598,2913,n ^ 3,n,n = |nums.size()|
1706698539,2917,n,1,n = |nums.size()|
1706784752,2966,n,1,n = |nums.size()|
1706859281,2923,n ^ 2,1,n = |grid.size()|
1706934000,2928,n ^ 2,n,n = |candies|
1707026440,2932,n^2,1,n = |nums.size()|
1707134117,2937,n,1,n = |s1.size()|
1707230977,2942,n * E,1,"n = |words.size()|, E = |words[i].size()|"
1707293977,2946,n * m,1,"m = |mat.size()|, n = |mat[i].size()|"
1707356581,2951,n,1,n = |mountain.size()|
1707451704,2956,n + m,n + m,"n = |nums1.size()|, m = |nums2.size()|"
1707537037,2960,n,1,n = |batteryPercentages.size()|
1707624955,2965,n * n,n * n,n = |grid.size()|
1707711910,2970,n ^ 3,n,n = |nums.size()|
1707802243,2974,n * log(n),1,n = |nums.size()|
1707880220,2980,n,1,n = |nums.size()|
1707991396,2971,n,1,n = |nums.size()|
1708076130,1481,n,n,n = |arr.size()|
1708151356,2900,n,1,n = |words.size()|
1708244159,2402,n ^ 2,n,
1708349169,2996,n,1,n = |nums.size()|
1708427765,3000,n,1,n = |dimensions.size()|
1708517278,3005,n,1,n = |nums.size()|
1708621659,3010,n,1,n = |nums.size()|
1708744915,2092,m * log(m) + (m + n) * alpha(n),m + n,m = |meetings.size()|
1708844359,2709,sqrt(n),n,n = |nums.size()|
1708945799,3014,1,1,
1709037643,3019,n,1,n = |s.size()|
1709118356,3024,1,1,
1709210140,3028,n,1,n = |nums.size()|
1709285440,3033,n * m,n,"m = |matrix.size()|, n = |matrix[i].size()|"
1709354232,3038,n,1,n = |nums.size()|
1709473352,3042,n^2 + E,1,"n = |words.size()|, E = |words[i].size()|"
1709562627,3046,n,1,n = |nums.size()|
1709654272,1750,n,1,n = |s.size()|
1709728206,3065,n,1,n = |nums.size()|
1709820509,3069,n,n,n = |nums.size()|
1709903143,306,n^3,n,n = |num.size()|
1709967116,324,n,1,n = |nums.size()|
1710059746,3074,n * log(n) + m,1,"n = |capacity.size()|, m = |apple.size()|"
1710167999,791,n + m,n,"n = |order.size()|, m = |s.size()|"
1710253396,1171,n,n,n = number of |head|
1710330984,274,n * log(n),1,n = |citations.size()|
1710423310,930,n,n,n = |nums.size()|
1710508059,385,n,n,n = |s.size()|
1710564611,386,n,1,
1710657924,3079,n,1,n = |nums.size()|
1710767851,390,n,1,
1710857083,3083,n,n,n = |s.size()|
1710936965,1669,b,1,
1711024040,395,n,n,n = |s.size()|
1711083640,396,n,1,n = |nums.size()|
1711153013,398,-,-,not calculated
1711256342,400,-,-,not calculated
1711366682,419,n * m,"max(n, m)","m = |board.size()|, n = |board[0].size()|"
1711457820,423,n,1,n = |s.size()|
1711538724,447,-,-,not calculated
1711624018,2958,n,n,n = |nums.size()|
1711718183,2962,n,1,n = |nums.size()|
1711782622,992,n,k,n = |nums.size()|
1711869338,3099,1,1,
1711964926,3090,n,1,n = |s.size()|
1712060606,3095,n ^ 2,1,n = |nums.size()|
1712147970,449,n,n,n = number of |root|
